ReportingResultId,GeographicAreaId,GeographicAreaName,GeographicAreaCode_ISO3,GeographicAreaCode_ISO2,ComponentId,ComponentName,ReportingResultIndicatorId,ReportingResultIndicatorName,ReportingResultValue,ReportingResultYear,ReportingResultSemester,ReportingResultSource,MeetsFinancialCriteria
9e77397f-270a-40da-b0e9-45f3811dad2a,ccd66728-2585-4e48-a529-591ccfb81152,Mongolia,MNG,MN,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,140,2015,2,Mid 2016 Global Fund Results.,True
5671fce2-7d2b-4a0c-8dbc-46096b8d3149,1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c,Pakistan,PAK,PK,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),755748,2014,2,Mid 2015 Global Fund Results.,True
30f89809-aab8-48ee-97cc-462941957af0,d0e17d32-68e3-481a-9ca5-bac4e685c119,Indonesia,IDN,ID,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),318453,2008,2,Mid 2009 Global Fund Results.,True
f645f969-54bf-479c-8047-4667ad4a80bf,38c052af-358f-4185-b3b6-c0d3ab4ede7d,Namibia,NAM,NA,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),12216,2010,2,Mid 2011 Global Fund Results.,True
21e662aa-d8e9-449d-81de-46b39420b9d0,a37a1d83-5b1b-4b7f-af9f-1808fdffd792,Guinea,GIN,GN,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),960,2008,2,Mid 2009 Global Fund Results.,True
a33864ad-264a-40a2-b0a1-46bcacf9ac2e,9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502,Sao Tome and Principe,STP,ST,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,229489,2014,2,Mid 2015 Global Fund Results.,True
a52c1908-748d-4a3e-9908-46c4469182e5,31cfcff9-d8a9-471b-a939-2b027cdf3f12,Lao (Peoples Democratic Republic),LAO,LA,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,2285172,2015,2,Mid 2016 Global Fund Results.,True
f8bf2252-f420-4c06-a128-46cb6d48224a,0b4ea0b4-59bb-4357-94b1-bb0e8d1e57ed,Albania,ALB,AL,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,62,2007,2,Mid 2008 Global Fund Results.,True
58fa6883-d344-4375-bbdf-47133d58f86b,3c3b504b-ffc2-4d73-a75c-69f197d07256,Bangladesh,BGD,BD,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,588,2011,2,Mid 2012 Global Fund Results.,True
7f41d4c0-3595-4c9f-a24e-471d3e33e71b,8acadd9d-dffc-412f-99f4-49ddcb30f64a,Zanzibar,QNB,,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,176966,2015,2,Mid 2016 Global Fund Results.,True
743c201b-9572-4264-8e43-473995ef92f2,ef4cf219-ea30-4c9a-a2de-50e084257917,Somalia,SOM,SO,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1959,2014,2,Mid 2015 Global Fund Results.,True
720b0647-45a0-49eb-8421-476cf6ac7859,9e8b8568-adaa-4b26-af09-da5b112c51e7,Uganda,UGA,UG,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),258438,2016,2,Mid 2017 Global Fund Results.,True
426d1afa-1287-46ab-952e-477f2838e902,7b433a8d-92ac-4557-beab-13ceee659690,Philippines,PHL,PH,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),239999,2012,2,Mid 2013 Global Fund Results.,True
0f3fc669-9bb6-4000-bab3-47907d899b54,b582c23d-697d-4370-a81b-d3dd72eab7c2,Swaziland,SWZ,SZ,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,158592,2013,2,Mid 2014 Global Fund Results.,True
207590b9-ad7a-4876-baed-479152a2a8a6,9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502,Sao Tome and Principe,STP,ST,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,57,2016,2,Mid 2017 Global Fund Results.,True
59a281f1-349f-43a1-b8ce-47928da14a5e,580f6be8-8d1f-49e8-9363-b6a23a27d349,Jordan,JOR,JO,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),550,2014,2,Mid 2015 Global Fund Results.,True
3f8501b1-e879-46f1-8a2e-47de755a81b4,b582c23d-697d-4370-a81b-d3dd72eab7c2,Swaziland,SWZ,SZ,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),25261,2015,2,Mid 2016 Global Fund Results.,True
e4f26eaa-3aaf-4625-bc90-48013a53044e,4e114ee0-b689-436f-a9a4-6d8f0ff49d0b,Niger,NER,NE,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),30226,2012,2,Mid 2013 Global Fund Results.,True
65258846-a9cb-4294-bcd4-481a0d6a215d,65cde444-a6b9-4286-bfb2-519fdfc91f81,South Sudan,SSD,SS,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,20031,2016,2,Mid 2017 Global Fund Results.,True
298b27d2-ecb3-45db-837e-482d98f9abf6,38565614-b542-4558-96f5-6c0ab3e36f97,Honduras,HND,HN,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,3648,2005,2,Mid 2006 Global Fund Results.,True
a649ee47-9a88-4a9d-b7d3-4845c0f1eeb3,64c612a7-e6d5-464e-af1f-88c4f1522a7a,Suriname,SUR,SR,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,89483,2014,2,Mid 2015 Global Fund Results.,True
a6936d9a-3313-401d-a9d3-484ca039775f,16aeb894-1042-4a7a-9757-016e29cbdf8f,Nicaragua,NIC,NI,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),11903,2014,2,Mid 2015 Global Fund Results.,True
288d2929-7641-409a-9cdd-488ddc408989,79cc6298-8372-48b4-9712-b11eaba1a805,Korea (Democratic Peoples Republic),PRK,KP,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,2269061,2015,2,Mid 2016 Global Fund Results.,True
4f6b37e5-ca35-486d-9ed5-4894f2c808df,7b433a8d-92ac-4557-beab-13ceee659690,Philippines,PHL,PH,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),427228,2015,2,Mid 2016 Global Fund Results.,True
050a08ea-3be4-4575-b5ee-48efd75b294e,b64c29b4-0131-4f67-8c06-da720fc20e63,Iran (Islamic Republic),IRN,IR,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,659744,2013,2,Mid 2014 Global Fund Results.,True
164a6ff1-ac35-4bf9-b78e-49096cb13eb2,5061c5f2-1100-4eed-9cff-83787e240c78,Ethiopia,ETH,ET,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),307915,2011,2,Mid 2012 Global Fund Results.,True
ff65f673-1f03-46ad-8bd2-490d1e73f442,2ebb6460-e75b-422d-8f75-2ed9f241f5d5,Liberia,LBR,LR,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,15467,2016,2,Mid 2017 Global Fund Results.,True
68af46d8-d924-43eb-a021-4919a0894c0b,216dd399-f56a-4064-a4ac-f88cc982fde5,Armenia,ARM,AM,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,700,2014,2,Mid 2015 Global Fund Results.,True
984d7199-e4a9-4ce9-82dc-492c54844e31,6a035503-7fc3-41bf-85f8-757fcb9e2773,Gambia,GMB,GM,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,318074,2007,2,Mid 2008 Global Fund Results.,True
eddb5357-cb72-4cee-bcd7-493411afab9d,580f6be8-8d1f-49e8-9363-b6a23a27d349,Jordan,JOR,JO,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),119,2007,2,Mid 2008 Global Fund Results.,True
947b0e6f-cf3f-4126-b955-493a0dafe6a1,a11f6ff8-cd18-4942-b0be-9488e846d731,Belize,BLZ,BZ,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1040,2013,2,Mid 2014 Global Fund Results.,True
36713370-90e0-4f1d-815e-494dbb8e2be7,b1fb9f3f-70c5-4cba-850c-5035b0868980,Benin,BEN,BJ,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,505418,2009,2,Mid 2010 Global Fund Results.,True
cacec62d-e8c7-404b-bb97-4982fe9343aa,d0e17d32-68e3-481a-9ca5-bac4e685c119,Indonesia,IDN,ID,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),1562481,2014,2,Mid 2015 Global Fund Results.,True
c0969f6b-d752-4889-86d0-49a86e3f48aa,65cde444-a6b9-4286-bfb2-519fdfc91f81,South Sudan,SSD,SS,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,7852044,2015,2,Mid 2016 Global Fund Results.,True
68208d46-ffd1-4dae-ab83-49ad4ccb7e7d,013e944b-94da-41e1-90d1-b22b4f87f1cc,Kenya,KEN,KE,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,4642220,2009,2,Mid 2010 Global Fund Results.,True
234662cb-1cf1-4a7a-897a-49b27066fa8b,d0e17d32-68e3-481a-9ca5-bac4e685c119,Indonesia,IDN,ID,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,553200,2008,2,Mid 2009 Global Fund Results.,True
0b364cde-4e1b-4bab-8ba8-49b7eb7bd82e,8fb62e59-521e-4728-9cb0-375a01e2dedb,Madagascar,MDG,MG,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,11087172,2014,2,Mid 2015 Global Fund Results.,True
0be0e306-e0c7-4508-b6be-49c712fed08f,a1d45f7a-4622-4002-aedc-8bae17df0bc7,Angola,AGO,AO,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,67181,2014,2,Mid 2015 Global Fund Results.,True
e7a998f3-281e-4e36-8078-49d5c4a98777,31cfcff9-d8a9-471b-a939-2b027cdf3f12,Lao (Peoples Democratic Republic),LAO,LA,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,3435,2015,2,Mid 2016 Global Fund Results.,True
b78ff672-bb66-4d6f-b81f-49e3f995bcf8,5f1b1f25-2479-438c-a84f-8093d3477a36,Burkina Faso,BFA,BF,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,57157,2016,2,Mid 2017 Global Fund Results.,True
55603951-8b43-4b1d-ad66-49efae9bfc12,4481cd2e-cbe1-4459-a0b1-75309a583cef,Iraq,IRQ,IQ,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),17902,2013,2,Mid 2014 Global Fund Results.,True
1bb5e7ab-4883-4cdb-bbf7-49f170acf97f,4ccf2884-f37a-477f-9e3d-fcd8926fb15e,Burundi,BDI,BI,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,54477,2016,2,Mid 2017 Global Fund Results.,True
752ab4c5-0e6c-4e2e-813c-4a09fcb76b0e,57e3816a-7b6f-400d-9621-1c82042a7765,Dominican Republic,DOM,DO,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,30842,2016,2,Mid 2017 Global Fund Results.,True
94106d7e-7b68-4a56-8283-4a1383264017,90fb7820-b2f0-4401-bc77-067270585a9b,Viet Nam,VNM,VN,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,914,2006,2,Mid 2007 Global Fund Results.,True
206d2b40-7652-4b2b-99a0-4a4106e002dd,73d2cd6b-1e4c-4641-b763-a6e4731d5402,Guatemala,GTM,GT,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,2098,2006,2,Mid 2007 Global Fund Results.,True
b1cec683-a31c-4314-974e-4a7632c810bd,a76e4125-b5f5-41c8-8bcc-82d9dc5d1342,Rwanda,RWA,RW,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),7291,2006,2,Mid 2007 Global Fund Results.,True
e39c9fcb-a8fe-4525-91d5-4a7f6b258a0a,c0959d2a-326e-472a-a375-b8e70640560a,Ukraine,UKR,UA,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),68542,2015,2,Mid 2016 Global Fund Results.,True
054ea445-82bc-4dd8-9912-4a967cbd4216,5f1b1f25-2479-438c-a84f-8093d3477a36,Burkina Faso,BFA,BF,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),21597,2012,2,Mid 2013 Global Fund Results.,True
e4297e9a-33ec-4c2e-99a3-4aa1c302b7d2,d619f707-e72b-429a-9050-1ee690e285d8,Bhutan,BTN,BT,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,133,2013,2,Mid 2014 Global Fund Results.,True
84c9e143-c86b-459c-af94-4aad47e5ea85,f1b33974-aeec-4ab8-9519-bd3600122512,South Africa,ZAF,ZA,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),244708,2007,2,Mid 2008 Global Fund Results.,True
1c60c3e9-03cb-45e9-908e-4ae07f54cbf8,eeb0ddd9-ea5d-462e-b957-64421142ab69,Djibouti,DJI,DJ,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),9136,2015,2,Mid 2016 Global Fund Results.,True
f46f3e05-bd13-4ad2-a8cf-4aecdcf4f3d9,b1fb9f3f-70c5-4cba-850c-5035b0868980,Benin,BEN,BJ,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,358161,2006,2,Mid 2007 Global Fund Results.,True
2d12518e-99e2-4df3-8b0c-4aff56b9efdb,013e944b-94da-41e1-90d1-b22b4f87f1cc,Kenya,KEN,KE,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,436957,2015,2,Mid 2016 Global Fund Results.,True
76aa6221-c95d-4b32-945c-4b42e331e820,c9980a5b-0d86-4ad5-ab99-788ca847bbb9,China,CHN,CN,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,2431509,2008,2,Mid 2009 Global Fund Results.,True
054ebefe-628d-4df6-b2aa-4b69bc6fd847,ef4cf219-ea30-4c9a-a2de-50e084257917,Somalia,SOM,SO,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,826908,2009,2,Mid 2010 Global Fund Results.,True
e13c7178-8b03-4b51-8fb6-4b78054642a3,c9980a5b-0d86-4ad5-ab99-788ca847bbb9,China,CHN,CN,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,14628,2006,2,Mid 2007 Global Fund Results.,True
73c99c5e-5b57-42da-804d-4b8fe241432b,6e687023-6549-45be-ad92-e64151157471,Ghana,GHA,GH,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,28387,2009,2,Mid 2010 Global Fund Results.,True
9873b34c-adc4-46f2-b667-4b9f4b8e53cd,b2d78cbb-a8d0-45e2-a78c-9e53b907c4a3,Malawi,MWI,MW,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,422866,2013,2,Mid 2014 Global Fund Results.,True
157e21e8-933f-48b3-8ba6-4ba25470e328,5dc7f407-48e2-47dc-9e54-9a94e49999fe,Senegal,SEN,SN,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,16152268,2016,2,Mid 2017 Global Fund Results.,True
57ea5063-b545-4d81-bc17-4ba45a39677c,79cc6298-8372-48b4-9712-b11eaba1a805,Korea (Democratic Peoples Republic),PRK,KP,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),44842,2011,2,Mid 2012 Global Fund Results.,True
25f46cef-399d-4470-93cf-4be56c3f7bf5,422a9c0c-7b21-48fa-b37c-61a1ada27bd1,Mozambique,MOZ,MZ,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),27499,2008,2,Mid 2009 Global Fund Results.,True
185100b8-3526-4bbb-922a-4c337653d9d5,5dc7f407-48e2-47dc-9e54-9a94e49999fe,Senegal,SEN,SN,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),46994,2014,2,Mid 2015 Global Fund Results.,True
7edd5bb3-707f-4284-a8a4-4c58a2d923f1,a15ecee9-30df-48e8-9bd1-a8ea04e779c6,Papua New Guinea,PNG,PG,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,6082425,2013,2,Mid 2014 Global Fund Results.,True
0c1e7836-b802-491d-851f-4c5d72891444,d0e17d32-68e3-481a-9ca5-bac4e685c119,Indonesia,IDN,ID,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),2002211,2016,2,Mid 2017 Global Fund Results.,True
a0119bd8-8322-4e2c-9437-4c63e65c39e6,6e687023-6549-45be-ad92-e64151157471,Ghana,GHA,GH,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),46804,2011,2,Mid 2012 Global Fund Results.,True
ca3bad2d-33a5-4579-bba5-4c6af9a85f51,0ce9c9f6-40cb-429a-a51f-93cd10773722,Thailand,THA,TH,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),51939,2011,2,Mid 2012 Global Fund Results.,True
a8425ada-b8d6-425f-962c-4c7b74748af6,0ce9c9f6-40cb-429a-a51f-93cd10773722,Thailand,THA,TH,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,458485,2009,2,Mid 2010 Global Fund Results.,True
cdd3207a-fedc-477e-8196-4c863cd6e692,6a035503-7fc3-41bf-85f8-757fcb9e2773,Gambia,GMB,GM,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),8217,2011,2,Mid 2012 Global Fund Results.,True
1ec54a4d-092e-4768-b180-4c92cfce7c4f,79cc6298-8372-48b4-9712-b11eaba1a805,Korea (Democratic Peoples Republic),PRK,KP,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),107324,2014,2,Mid 2015 Global Fund Results.,True
bab644ef-ed51-42bd-9eba-4c9b68ebd12e,c5cf823c-3aaf-4237-adff-e734cb741fa1,El Salvador,SLV,SV,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,16799,2015,2,Mid 2016 Global Fund Results.,True
94f38efa-ac22-451e-970f-4cca721bcb06,9b694df1-565a-4c5d-ad64-786048414bd9,Paraguay,PRY,PY,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1053,2007,2,Mid 2008 Global Fund Results.,True
b125d615-591d-4e04-bad1-4ccffc210eac,ccd66728-2585-4e48-a529-591ccfb81152,Mongolia,MNG,MN,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),9798,2010,2,Mid 2011 Global Fund Results.,True
07b69bd6-5075-4028-a066-4cd1a0896a67,5061c5f2-1100-4eed-9cff-83787e240c78,Ethiopia,ETH,ET,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,6134116,2006,2,Mid 2007 Global Fund Results.,True
94befdc7-65e3-4ed9-bc8d-4cfb28d4faf1,552dbb8c-25a6-46ee-a78f-53ee052abded,Multicountry Americas (Meso),QMG,,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,251,2011,2,Mid 2012 Global Fund Results.,True
d7e9cb38-6e46-4507-967b-4d3019c80675,d75fca8c-d7e4-4c8d-9c44-91d6112827c7,Cambodia,KHM,KH,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,7591589,2016,2,Mid 2017 Global Fund Results.,True
48eb56c9-faa9-4d87-a990-4d5cf911e40d,90fb7820-b2f0-4401-bc77-067270585a9b,Viet Nam,VNM,VN,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),65944,2014,2,Mid 2015 Global Fund Results.,True
9658c6d4-7715-4ea8-89b1-4d80289fe0d7,9e8b8568-adaa-4b26-af09-da5b112c51e7,Uganda,UGA,UG,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),16257,2008,2,Mid 2009 Global Fund Results.,True
a816e79f-af2d-4711-be3f-4d884327874f,4e114ee0-b689-436f-a9a4-6d8f0ff49d0b,Niger,NER,NE,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1907,2007,2,Mid 2008 Global Fund Results.,True
